"Triplet 1","Triplet 2","Label"
"Netherlands,relaxes immigration,Scientists","Netherlands,eases entry,Researchers","1"
"Singapore,tightens borders,Unskilled workers","Singapore,reduces entry,Manual laborers","0"
"Sweden,advocates migration,Environmentalists","Sweden,supports immigration,Ecologists","0"
"Philippines,sends workers,Japan","Philippines,dispatches laborers,Tokyo","1"
"China,restricts exit,IT professionals","China,limits departure,Software Engineers","1"
"Korea,increases intake,Engineers","Korea,expands immigration,Technical professionals","1"
"Turkey,opens borders,Healthcare workers","Turkey,allows entry,Medical staff","1"
"Belgium,requires visas,Artists","Belgium,demands entry permits,Creative professionals","1"
"Portugal,grants asylum,Political refugees","Portugal,offers refuge,Displaced individuals","1"
"Argentina,closes borders,Farm laborers","Argentina,shuts entry,Agricultural workers","1"
"Chile,increases intake,Miners","Chile,expands immigration,Mining workers","1"
"Greece,halts migration,Hotel staff","Greece,stops entry,Hospitality workers","0"
"Norway,sets quota,Doctors","Norway,establishes limit,Medical professionals","1"
"Denmark,encourages immigration,Architects","Denmark,promotes entry,Design professionals","0"
"Egypt,deports workers,Sudan","Egypt,sends back laborers,Khartoum","1"
"Qatar,expedites visas,Construction workers","Qatar,hastens entry,Building laborers","1"
"New Zealand,imposes ban,Australian workers","New Zealand,prohibits entry,Australia laborers","1"
"Finland,grants asylum,Environmental refugees","Finland,offers sanctuary,Climate displaced individuals","1"
"Nigeria,relaxes immigration,Agricultural scientists","Nigeria,eases entry,Agronomists","0"
"Malaysia,tightens borders,Manufacturing workers","Malaysia,reduces entry,Factory laborers","0"
"Austria,advocates migration,Musicians","Austria,supports immigration,Composers","0"
"Peru,sends workers,Chile","Peru,dispatches laborers,Santiago","1"
"Thailand,restricts exit,Chefs","Thailand,limits departure,Culinary experts","0"
"Vietnam,increases intake,Textile workers","Vietnam,expands immigration,Garment laborers","1"
"Morocco,accepts workers,Spain","Morocco,receives laborers,Spanish","1"
"Israel,issues visas,Doctors","Israel,grants entry,Physicians","1"
"Jordan,denies entry,Construction workers","Jordan,refuses migrants,Builders","1"
"Poland,grants asylum,Journalists","Poland,offers refuge,Writers","0"
"Colombia,requires visas,Engineers","Colombia,demands entry permits,Technical professionals","1"
"Cuba,opens borders,Teachers","Cuba,allows entry,Educators","1"
"Zimbabwe,restricts immigration,Bankers","Zimbabwe,limits entry,Financial experts","0"
"Iran,closes borders,Actors","Iran,shuts entry,Performers","0"
"Kazakhstan,increases intake,Farmers","Kazakhstan,expands immigration,Agricultural workers","1"
"Ukraine,halts migration,IT professionals","Ukraine,stops entry,Software Engineers","1"
"Georgia,sets quota,Doctors","Georgia,establishes limit,Medical professionals","1"
"Ecuador,encourages immigration,Artists","Ecuador,promotes entry,Creative professionals","1"
"Algeria,deports workers,France","Algeria,sends back laborers,French","1"
"Mongolia,expedites visas,Nurses","Mongolia,hastens entry,Healthcare workers","1"
"Laos,imposes ban,Thai workers","Laos,prohibits entry,Thailand laborers","1"
"Cyprus,grants asylum,Political refugees","Cyprus,offers sanctuary,Persecuted individuals","1"
"Luxembourg,relaxes immigration,Scientists","Luxembourg,eases entry,Researchers","1"
"Bolivia,tightens borders,Farm laborers","Bolivia,reduces entry,Agricultural workers","1"
"Slovakia,advocates migration,Engineers","Slovakia,supports immigration,Technical professionals","0"
"Tunisia,sends workers,Italy","Tunisia,dispatches laborers,Rome","1"
"Oman,restricts exit,IT professionals","Oman,limits departure,Software Engineers","1"
"Guatemala,increases intake,Teachers","Guatemala,expands immigration,Educators","1"
"Belarus,opens borders,Healthcare workers","Belarus,allows entry,Medical staff","1"
"Lithuania,requires visas,Artists","Lithuania,demands entry permits,Creative professionals","1"
"Panama,grants asylum,Political refugees","Panama,offers refuge,Displaced individuals","1"
"Honduras,closes borders,Farm laborers","Honduras,shuts entry,Agricultural workers","1"
"Latvia,increases intake,IT professionals","Latvia,expands immigration,Software Engineers","1"
"Paraguay,halts migration,Hotel staff","Paraguay,stops entry,Hospitality workers","0"
"Uruguay,sets quota,Doctors","Uruguay,establishes limit,Medical professionals","1"
"Slovenia,encourages immigration,Architects","Slovenia,promotes entry,Design professionals","0"
"Sudan,deports workers,Egypt","Sudan,sends back laborers,Cairo","1"
"Yemen,expedites visas,Construction workers","Yemen,hastens entry,Building laborers","1"
"Fiji,imposes ban,Australian workers","Fiji,prohibits entry,Australia laborers","1"
"Bhutan,grants asylum,Environmental refugees","Bhutan,offers sanctuary,Climate displaced individuals","1"
"Malawi,relaxes immigration,Agricultural scientists","Malawi,eases entry,Agronomists","0"
"Namibia,tightens borders,Manufacturing workers","Namibia,reduces entry,Factory laborers","0"
"Guyana,advocates migration,Musicians","Guyana,supports immigration,Composers","0"
"Cambodia,sends workers,Thailand","Cambodia,dispatches laborers,Bangkok","1"
"Bangladesh,restricts exit,Chefs","Bangladesh,limits departure,Culinary experts","0"
"Serbia,increases intake,Textile workers","Serbia,expands immigration,Garment laborers","1"
"Estonia,accepts workers,Finland","Estonia,receives laborers,Finnish","1"
"Senegal,issues visas,Teachers","Senegal,grants entry,Educators","1"
"Bahrain,denies entry,Mechanics","Bahrain,refuses migrants,Technical staff","0"
"Jamaica,grants asylum,Musicians","Jamaica,offers refuge,Artists","1"
"Armenia,requires visas,IT professionals","Armenia,demands entry permits,Software Engineers","1"
"Madagascar,opens borders,Tour guides","Madagascar,allows entry,Travel assistants","1"
"Rwanda,restricts immigration,Doctors","Rwanda,limits entry,Medical professionals","1"
"Kyrgyzstan,closes borders,Miners","Kyrgyzstan,shuts entry,Extraction workers","1"
"Tajikistan,increases intake,Construction workers","Tajikistan,expands immigration,Builders","1"
"Moldova,halts migration,Farmers","Moldova,stops entry,Agricultural workers","1"
"Zambia,sets quota,Engineers","Zambia,establishes limit,Technical professionals","1"
"Lesotho,encourages immigration,Textile workers","Lesotho,promotes entry,Garment laborers","1"
"Somalia,deports workers,Kenya","Somalia,sends back laborers,Kenyan","1"
"Nepal,expedites visas,Nurses","Nepal,hastens entry,Healthcare workers","1"
"Libya,imposes ban,Egyptian workers","Libya,prohibits entry,Egypt laborers","1"
"Nicaragua,grants asylum,Political refugees","Nicaragua,offers sanctuary,Persecuted individuals","1"
"Macedonia,relaxes immigration,Scientists","Macedonia,eases entry,Researchers","1"
"Albania,tightens borders,Hotel staff","Albania,reduces entry,Hospitality workers","0"
"Turkmenistan,advocates migration,Engineers","Turkmenistan,supports immigration,Technical professionals","0"
"Haiti,sends workers,Dominican Republic","Haiti,dispatches laborers,Santo Domingo","1"
"Montenegro,restricts exit,IT professionals","Montenegro,limits departure,Software Engineers","1"
"El Salvador,increases intake,Teachers","El Salvador,expands immigration,Educators","1"
"Maldives,opens borders,Marine biologists","Maldives,allows entry,Ocean scientists","1"
"Azerbaijan,requires visas,Artists","Azerbaijan,demands entry permits,Creative professionals","1"
"Kosovo,grants asylum,Political refugees","Kosovo,offers refuge,Displaced individuals","1"
"Suriname,closes borders,Farm laborers","Suriname,shuts entry,Agricultural workers","1"
"Benin,increases intake,Healthcare workers","Benin,expands immigration,Medical staff","1"
"Mauritania,halts migration,Fishermen","Mauritania,stops entry,Marine workers","0"
"Iceland,sets quota,Doctors","Iceland,establishes limit,Medical professionals","1"
"Liberia,encourages immigration,Architects","Liberia,promotes entry,Design professionals","0"
"Swaziland,deports workers,South Africa","Swaziland,sends back laborers,South African","1"
"Barbados,expedites visas,Chefs","Barbados,hastens entry,Culinary experts","1"
"Cape Verde,imposes ban,Brazilian workers","Cape Verde,prohibits entry,Brazil laborers","1"
"Bhutan,grants asylum,Environmental refugees","Bhutan,offers sanctuary,Climate displaced individuals","1"
"Ghana,relaxes immigration,Agricultural scientists","Ghana,eases entry,Agronomists","0"
"Papua New Guinea,tightens borders,Loggers","Papua New Guinea,reduces entry,Forestry workers","0"
"Oman,advocates migration,Finance professionals","Oman,supports immigration,Economists","0"
"Trinidad and Tobago,sends workers,Canada","Trinidad and Tobago,dispatches laborers,Toronto","1"
"Uzbekistan,restricts exit,Chefs","Uzbekistan,limits departure,Culinary experts","0"
"Mozambique,increases intake,Fishery workers","Mozambique,expands immigration,Marine laborers","1"
"company A,pays average salary of,50000","organization A,provides median salary of,50000","1"
"firm B,increases wages by,5%","company B,lowers salaries by,5%","0"
"enterprise C,has minimum wage of,20000","corporation C,offers minimum salary of,20000","1"
"business D,sets maximum wage to,100000","business D,sets maximum salary to,90000","0"
"entity E,announces salary reduction to,45000","entity E,declares wage decrease to,45000","1"
"organization F,presents wage increase of,10%","organization F,presents salary hike of,5%","0"
"corporation G,implements wage freeze at,70000","corporation G,enforces salary freeze at,70000","1"
"company H,modifies wage structure for,entry level","company H,modifies salary structure for,managers","0"
"group I,proposes wage bracket between,30000 and 50000","group I,proposes salary range between,30000 and 50000","1"
"venture J,reports average wage of,60000","venture J,reports average salary of,55000","0"
"firm K,adjusts minimum wage to,25000","enterprise K,adjusts minimum salary to,25000","1"
"business L,announces wage cap of,150000","business L,announces salary cap of,140000","0"
"entity M,declares wage adjustment to,40000","entity M,declares salary adjustment to,40000","1"
"organization N,shows wage reduction by,3%","organization N,shows salary reduction by,4%","0"
"corporation O,sets wage standard at,80000","corporation O,sets salary standard at,80000","1"
"company P,changes wage policy for,senior positions","company P,changes salary policy for,junior positions","0"
"group Q,introduces wage scale from,35000 to 60000","group Q,introduces salary scale from,35000 to 60000","1"
"venture R,declares average wage decrease to,55000","venture R,declares average salary decrease to,53000","0"
"firm S,adjusts wage distribution for,all levels","enterprise S,adjusts salary distribution for,all levels","1"
"business T,revises wage structure to,include bonuses","business T,revises salary structure to,exclude bonuses","0"
"entity U,implements wage parity across,departments","entity U,implements salary parity across,departments","1"
"organization V,reports wage disparity between,gender","organization V,reports salary disparity between,gender","1"
"corporation W,announces wage hike for,tech roles","corporation W,announces salary hike for,non-tech roles","0"
"company X,modifies wage levels for,mid-level positions","company X,modifies salary levels for,mid-level positions","1"
"group Y,proposes wage adjustment in,Q2","group Y,proposes salary adjustment in,Q2","1"
"venture Z,reports wage stagnation since,Q1","venture Z,reports salary stagnation since,Q1","1"
"firm A1,adjusts minimum wage due to,inflation","enterprise A1,adjusts minimum salary due to,inflation","1"
